(150, 8, 'Ilija',  'Knežević', 'M', '1997-02-26', 205, 80, 10),
(151, 8, 'Matej',  'Marković', 'M', '2006-12-21', 197, 100, 1),
(152, 8, 'Borna',  'Radoš', 'M', '1992-01-27', 198, 78, 4),
(153, 8, 'Lovro',  'Dujmović', 'M', '2001-11-15', 185, 95, 10),
(154, 8, 'Ivan',  'Kušec', 'M', '2003-03-02', 185, 87, 8),
(155, 8, 'Ilija',  'Jurić', 'M', '1993-10-26', 179, 82, 2),
(156, 8, 'Dinko',  'Kralj', 'M', '2003-05-04', 205, 92, 3),
(157, 8, 'Petar',  'Jakovljević', 'M', '2000-12-16', 177, 71, 10),
(158, 8, 'Dominik',  'Kovačić', 'M', '1994-05-31', 173, 75, 8),
(159, 8, 'Mario',  'Kos', 'M', '2007-01-08', 164, 73, 10),
(160, 8, 'Ivan',  'Marković', 'M', '2000-12-06', 205, 73, 8),
(161, 8, 'Ljubomir',  'Bogdanović', 'M', '1995-09-13', 181, 100, 7),
(162, 8, 'Karlo',  'Knežić', 'M', '1994-06-09', 176, 75, 3),
(163, 8, 'Mario',  'Radoš', 'M', '1996-09-05', 178, 97, 2),
(164, 8, 'Petar',  'Bogdanović', 'M', '1995-09-06', 169, 97, 2),
(165, 8, 'Luka',  'Mlinarić', 'M', '1991-12-27', 167, 75, 10),
(166, 8, 'Matija',  'Vuković', 'M', '1991-09-28', 208, 93, 10),
(167, 8, 'Emanuel',  'Lovrić', 'M', '1996-11-20', 170, 80, 4),
(168, 8, 'Leo',  'Vuković', 'M', '1993-02-24', 185, 75, 4),
(169, 8, 'Fran',  'Mikulić', 'M', '1991-08-16', 182, 98, 8),
(170, 8, 'Klara',  'Šarić', 'F', '1995-01-23', 163, 75, 4),
(171, 8, 'Iva',  'Mlinarić', 'F', '1999-10-27', 189, 74, 7),
(172, 8, 'Monika',  'Ivančić', 'F', '2002-05-29', 197, 85, 6),
(173, 8, 'Lea',  'Horvat', 'F', '1995-08-18', 164, 92, 4),
(174, 8, 'Iva',  'Tomić', 'F', '1993-06-26', 184, 91, 8),
(175, 8, 'Tea',  'Blažević', 'F', '2006-06-30', 178, 100, 4),
(176, 8, 'Tara',  'Mikulić', 'F', '1999-06-13', 175, 72, 2),
(177, 8, 'Nora',  'Novak', 'F', '1997-02-06', 203, 71, 5),
(178, 8, 'Lara',  'Radić', 'F', '2006-04-01', 171, 74, 7),
(179, 8, 'Eva',  'Jakovljević', 'F', '2002-11-12', 172, 71, 4),
(180, 8, 'Luka',  'Perić', 'F', '2003-07-02', 201, 100, 10),
(181, 8, 'Lorena',  'Mlinarić', 'F', '2004-10-25', 166, 97, 10),
(182, 8, 'Barbara',  'Barać', 'F', '1994-11-07', 170, 95, 8),
(183, 8, 'Magdalena',  'Perić', 'F', '2000-01-04', 210, 72, 1),
(184, 8, 'Lara',  'Luketić', 'F', '1996-06-14', 193, 72, 8),
(185, 8, 'Ela',  'Babić', 'F', '1994-12-19', 206, 87, 7),
(186, 8, 'Daria',  'Grgić', 'F', '1990-01-01', 197, 91, 1),
(187, 8, 'Mihaela',  'Tomić', 'F', '2006-12-31', 191, 87, 5),
(188, 8, 'Elena',  'Lovrić', 'F', '1992-03-30', 172, 70, 10),
(189, 8, 'Ivana',  'Bogdanović', 'F', '1999-12-07', 207, 86, 10),
(190, 8, 'Leo',  'Vuković', 'M', '2002-01-13', 200, 86, 6),
(191, 8, 'Mario',  'Kos', 'M', '2003-06-27', 207, 77, 6),
(192, 8, 'Gabriel',  'Ivančić', 'M', '1995-04-14', 198, 95, 7),
(193, 8, 'Dominik',  'Sudar', 'M', '1997-02-12', 183, 72, 7),
(194, 8, 'Dino',  'Kovaček', 'M', '1996-02-20', 197, 84, 4),
(195, 8, 'Lovro',  'Marinović', 'M', '2006-07-25', 204, 85, 3),
(196, 8, 'Filip',  'Kralj', 'M', '2006-03-21', 161, 89, 5),
(197, 8, 'Karlo',  'Marković', 'M', '1995-05-10', 180, 72, 7),
(198, 8, 'Ivano',  'Šarić', 'M', '2007-02-26', 195, 81, 6),
(199, 8, 'Leon',  'Đurđević', 'M', '1999-12-05', 182, 71, 7),
(200, 8, 'Dario',  'Mišić', 'M', '2000-07-09', 178, 73, 5),
(201, 8, 'David',  'Marković', 'M', '2000-03-15', 162, 90, 8),
(202, 8, 'Kristijan',  'Kušec', 'M', '1997-06-11', 170, 83, 8),
(203, 8, 'Filip',  'Knežević', 'M', '2001-11-21', 197, 95, 5),
(204, 8, 'Leo',  'Mikulić', 'M', '2003-02-22', 197, 79, 1),
(205, 8, 'Kristijan',  'Ivančić', 'M', '1990-03-12', 188, 86, 4),
(206, 8, 'Mario',  'Marinović', 'M', '1992-01-09', 160, 77, 5),
(207, 8, 'Stjepan',  'Lovrić', 'M', '1996-07-27', 193, 85, 5),
(208, 8, 'Marko',  'Knežić', 'M', '1997-11-02', 192, 100, 6),
(209, 8, 'Toni',  'Tomić', 'M', '1992-05-16', 181, 96, 10),
(210, 8, 'Lara',  'Jakovljević', 'F', '1992-05-13', 209, 83, 3),
(211, 8, 'Lara',  'Radić', 'F', '1990-08-13', 170, 81, 4),
(212, 8, 'Ema',  'Petrović', 'F', '1990-06-11', 201, 96, 7),
(213, 8, 'Martina',  'Kovač', 'F', '1992-05-22', 185, 88, 8),
(214, 8, 'Lorena',  'Jakovljević', 'F', '2006-03-30', 201, 90, 1),
(215, 8, 'Viktoria',  'Kušec', 'F', '2005-10-19', 160, 81, 10),
(216, 8, 'Monika',  'Bogdanović', 'F', '2000-02-13', 167, 98, 2),
(217, 8, 'Tara',  'Knežević', 'F', '1995-02-18', 174, 94, 8),
(218, 8, 'Maja',  'Ivančić', 'F', '2006-10-14', 188, 71, 5),
(219, 8, 'Nina',  'Božić', 'F', '2007-04-22', 161, 70, 10),
(220, 8, 'Nika',  'Jakovljević', 'F', '1990-01-09', 167, 73, 3),
(221, 8, 'Ana',  'Lovrić', 'F', '1996-03-11', 207, 72, 7),
(222, 8, 'Anja',  'Babić', 'F', '1998-12-25', 167, 92, 2),
(223, 8, 'Magdalena',  'Šarić', 'F', '2003-11-09', 182, 76, 8),
(224, 8, 'Martina',  'Petrović', 'F', '2005-07-05', 195, 100, 9),
(225, 8, 'Ela',  'Kovačić', 'F', '2000-09-13', 177, 71, 6),
(226, 8, 'Ema',  'Nikolić', 'F', '1996-07-08', 199, 83, 7),
(227, 8, 'Hana',  'Grgić', 'F', '1998-09-29', 193, 89, 10),
(228, 8, 'Viktoria',  'Đurđević', 'F', '1999-11-29', 189, 82, 4),
(229, 8, 'Ema',  'Ivančić', 'F', '1992-12-01', 183, 88, 1),
(230, 8, 'Lovro',  'Horvat', 'M', '2002-04-24', 187, 76, 4),
(231, 8, 'Bruno',  'Knežević', 'M', '1994-11-04', 195, 80, 2),
(232, 8, 'Mario',  'Dujmović', 'M', '2001-09-28', 207, 88, 6),
(233, 8, 'Bruno',  'Ivančić', 'M', '1997-10-08', 195, 74, 8),
(234, 8, 'Gabriel',  'Božić', 'M', '1990-03-28', 201, 95, 3),
(235, 8, 'Stjepan',  'Kušec', 'M', '1992-09-01', 184, 74, 9),
(236, 8, 'Ljubomir',  'Blažević', 'M', '2007-04-18', 166, 75, 8),
(237, 8, 'Karlo',  'Matić', 'M', '1992-08-07', 171, 74, 5),
(238, 8, 'Stipe',  'Tomić', 'M', '1992-04-22', 180, 95, 6),
(239, 8, 'Dario',  'Ivančić', 'M', '1995-10-29', 205, 81, 4),
(240, 8, 'Matija',  'Grgić', 'M', '1991-03-21', 204, 88, 3),
(241, 8, 'Renato',  'Novak', 'M', '2002-08-26', 173, 75, 3),
(242, 8, 'Stipe',  'Sudar', 'M', '2007-09-16', 202, 88, 9),
(243, 8, 'Luka',  'Marinović', 'M', '2005-04-15', 181, 72, 8),
(244, 8, 'Filip',  'Marinović', 'M', '2005-02-11', 165, 99, 2),
(245, 8, 'Renato',  'Marinović', 'M', '1993-04-27', 171, 83, 2),
(246, 8, 'Leon',  'Božić', 'M', '1996-10-27', 170, 78, 10),
(247, 8, 'Toni',  'Ivančić', 'M', '1999-11-21', 195, 93, 7),
(248, 8, 'Matija',  'Jurić', 'M', '1992-06-25', 166, 81, 9),
(249, 8, 'Karlo',  'Nikolić', 'M', '1991-03-22', 197, 90, 10),
(250, 8, 'Monika',  'Perić', 'F', '2007-08-29', 168, 83, 10),
(251, 8, 'Ela',  'Radoš', 'F', '2001-12-27', 188, 93, 7),
(252, 8, 'Lorena',  'Sudar', 'F', '1995-10-18', 171, 71, 7),
(253, 8, 'Mihaela',  'Blažević', 'F', '1999-06-30', 187, 87, 9),
(254, 8, 'Barbara',  'Pavić', 'F', '1998-08-26', 160, 70, 3),
(255, 8, 'Sara',  'Pavić', 'F', '1996-10-15', 184, 73, 10),
(256, 8, 'Lucija',  'Kušec', 'F', '1998-02-17', 198, 82, 8),
(257, 8, 'Iva',  'Knežić', 'F', '2000-05-13', 193, 78, 6),
(258, 8, 'Nora',  'Luketić', 'F', '1991-09-18', 195, 100, 4),
(259, 8, 'Lara',  'Marković', 'F', '2006-10-30', 190, 86, 8),
(260, 8, 'Magdalena',  'Kos', 'F', '1994-02-12', 172, 98, 2),
(261, 8, 'Anja',  'Jurić', 'F', '1995-09-01', 162, 84, 7),
(262, 8, 'Lea',  'Matić', 'F', '2007-06-20', 208, 83, 4),
(263, 8, 'Laura',  'Radić', 'F', '2002-09-28', 209, 76, 7),
(264, 8, 'Dora',  'Radoš', 'F', '1994-10-04', 192, 82, 1),
(265, 8, 'Nora',  'Grgić', 'F', '2006-10-13', 173, 89, 10),
(266, 8, 'Ivana',  'Kovačević', 'F', '1998-05-04', 206, 99, 2),
(267, 8, 'Lana',  'Radoš', 'F', '1995-01-27', 182, 94, 9),
(268, 8, 'Dunja',  'Lovrić', 'F', '1995-04-02', 192, 72, 10),
(269, 8, 'Ema',  'Horvat', 'F', '1992-08-03', 207, 78, 10),
(270, 8, 'Dorian',  'Vuković', 'M', '1991-08-26', 186, 80, 6),
(271, 8, 'Toni',  'Grgić', 'M', '2006-05-16', 177, 93, 6),
(272, 8, 'Borna',  'Radić', 'M', '2003-01-10', 160, 100, 4),
(273, 8, 'Gabriel',  'Barać', 'M', '2006-12-16', 190, 84, 7),
(274, 8, 'Kristijan',  'Bogdanović', 'M', '1997-09-16', 179, 93, 5),
(275, 8, 'Dominik',  'Vuković', 'M', '2004-10-12', 183, 88, 10),
(276, 8, 'Petar',  'Matić', 'M', '1998-01-04', 165, 90, 8),
(277, 8, 'Ljubomir',  'Đurđević', 'M', '1994-09-23', 172, 97, 6),
(278, 8, 'Matej',  'Šarić', 'M', '2005-06-12', 190, 77, 5),
(279, 8, 'Lovro',  'Ivančić', 'M', '2002-01-18', 183, 96, 5),
(280, 8, 'Emanuel',  'Knežić', 'M', '2001-06-29', 185, 84, 10),
(281, 8, 'Marko',  'Kovačević', 'M', '1994-02-14', 165, 78, 7),
(282, 8, 'Luka',  'Šarić', 'M', '2007-05-13', 172, 79, 2),
(283, 8, 'Karlo',  'Ivančić', 'M', '1990-12-15', 204, 77, 8),
(284, 8, 'Karlo',  'Jurić', 'M', '1994-07-26', 185, 79, 1),
(285, 8, 'Ivan',  'Nikolić', 'M', '2004-07-14', 173, 82, 9),
(286, 8, 'Filip',  'Horvat', 'M', '2003-03-05', 181, 94, 6),
(287, 8, 'Gabriel',  'Vuković', 'M', '1990-02-07', 188, 88, 1),
(288, 8, 'Dorian',  'Barać', 'M', '1997-09-11', 171, 85, 8),
(289, 8, 'Ljubomir',  'Mikulić', 'M', '2001-06-27', 192, 73, 2),
